楽曲名,難易度,レベル,MAX
回レ！雪月花 (Heart's Cry Remix),ADVANCED,10,-1
回レ！雪月花 (Heart's Cry Remix),EXHAUST,13,3240
回レ！雪月花 (Heart's Cry Remix),MAXIMUM,16,4486
ねこみみ(=ФωФ=)ぱんでみみっく,NOVICE,6,-1
ねこみみ(=ФωФ=)ぱんでみみっく,ADVANCED,13,3058
ねこみみ(=ФωФ=)ぱんでみみっく,EXHAUST,16,4891
ねこみみ(=ФωФ=)ぱんでみみっく,GRAVITY,18,6841
太陽曰く燃えよカオス（Sol oscuro ¡Nya! Mix）,NOVICE,3,-1
太陽曰く燃えよカオス（Sol oscuro ¡Nya! Mix）,ADVANCED,11,-1
太陽曰く燃えよカオス（Sol oscuro ¡Nya! Mix）,EXHAUST,14,3421
太陽曰く燃えよカオス（Sol oscuro ¡Nya! Mix）,MAXIMUM,17,4311
Typhoon Craaash!!,NOVICE,6,-1
Typhoon Craaash!!,ADVANCED,13,3243
Typhoon Craaash!!,EXHAUST,15,4014
Typhoon Craaash!!,GRAVITY,18,5566
Sweetiex2,NOVICE,3,-1
Sweetiex2,ADVANCED,9,-1
Sweetiex2,EXHAUST,12,2930
Sweetiex2,MAXIMUM,16,3530
ミッドナイト☆WAR,NOVICE,6,-1
ミッドナイト☆WAR,ADVANCED,12,-1
ミッドナイト☆WAR,EXHAUST,16,4123
ミッドナイト☆WAR,MAXIMUM,18,6274
voltississimo,NOVICE,7,-1
voltississimo,ADVANCED,14,3713
voltississimo,EXHAUST,17,6074
voltississimo,MAXIMUM,19,9119
BLACK JACKAL,NOVICE,5,-1
BLACK JACKAL,ADVANCED,11,-1
BLACK JACKAL,EXHAUST,14,3779
BLACK JACKAL,MAXIMUM,17,5696
Trill auf G,NOVICE,6,-1
Trill auf G,ADVANCED,14,3960
Trill auf G,EXHAUST,17,6081
Trill auf G,MAXIMUM,19,8808
toy boxer,NOVICE,5,-1
toy boxer,ADVANCED,12,-1
toy boxer,EXHAUST,15,3808
toy boxer,MAXIMUM,17,4962
Six String Proof,NOVICE,5,-1
Six String Proof,ADVANCED,12,-1
Six String Proof,EXHAUST,14,3113
Six String Proof,MAXIMUM,17,5654
最小三倍完全数,NOVICE,6,-1
最小三倍完全数,ADVANCED,13,2853
最小三倍完全数,EXHAUST,16,3622
最小三倍完全数,MAXIMUM,18,4632
おーまい！らぶりー！すうぃーてぃ！だーりん！,NOVICE,4,-1
おーまい！らぶりー！すうぃーてぃ！だーりん！,ADVANCED,11,-1
おーまい！らぶりー！すうぃーてぃ！だーりん！,EXHAUST,14,3979
おーまい！らぶりー！すうぃーてぃ！だーりん！,MAXIMUM,17,5987
Afterimage d'automne,NOVICE,6,-1
Afterimage d'automne,ADVANCED,13,4193
Afterimage d'automne,EXHAUST,15,5223
Afterimage d'automne,MAXIMUM,17,7412
Pixelated Platform,NOVICE,4,-1
Pixelated Platform,ADVANCED,10,-1
Pixelated Platform,EXHAUST,14,3423
Pixelated Platform,MAXIMUM,17,5596
Nhelv,NOVICE,6,-1
Nhelv,ADVANCED,13,3673
Nhelv,EXHAUST,16,5967
Nhelv,MAXIMUM,18,7536
D1g1t1ze b0dy,NOVICE,5,-1
D1g1t1ze b0dy,ADVANCED,10,-1
D1g1t1ze b0dy,EXHAUST,14,3674
D1g1t1ze b0dy,MAXIMUM,17,5143
AXION,NOVICE,5,-1
AXION,ADVANCED,12,-1
AXION,EXHAUST,15,3462
AXION,MAXIMUM,17,5069
One In A Billion（Hedonist Remix）,NOVICE,5,-1
One In A Billion（Hedonist Remix）,ADVANCED,11,-1
One In A Billion（Hedonist Remix）,EXHAUST,14,3856
One In A Billion（Hedonist Remix）,MAXIMUM,17,6115
ゆりゆららららゆるゆり大事件（yuzen remix）,NOVICE,4,-1
ゆりゆららららゆるゆり大事件（yuzen remix）,ADVANCED,12,-1
ゆりゆららららゆるゆり大事件（yuzen remix）,EXHAUST,15,4578
ゆりゆららららゆるゆり大事件（yuzen remix）,MAXIMUM,17,6109
PARTY TIME!,NOVICE,6,-1
PARTY TIME!,ADVANCED,13,2986
PARTY TIME!,EXHAUST,16,4927
PARTY TIME!,MAXIMUM,18,6601
タイムトラベル,NOVICE,6,-1
タイムトラベル,ADVANCED,12,-1
タイムトラベル,EXHAUST,16,5860
タイムトラベル,GRAVITY,18,7335
SAKURAスキップ（ハピネス mix）,NOVICE,3,-1
SAKURAスキップ（ハピネス mix）,ADVANCED,10,-1
SAKURAスキップ（ハピネス mix）,EXHAUST,13,2844
SAKURAスキップ（ハピネス mix）,MAXIMUM,16,4414
近未来百鬼夜行譚～死返之巻～,NOVICE,5,-1
近未来百鬼夜行譚～死返之巻～,ADVANCED,12,-1
近未来百鬼夜行譚～死返之巻～,EXHAUST,14,3704
近未来百鬼夜行譚～死返之巻～,MAXIMUM,17,5795
ultra turbo,NOVICE,4,-1
ultra turbo,ADVANCED,11,-1
ultra turbo,EXHAUST,14,3313
ultra turbo,MAXIMUM,17,5277
pique,NOVICE,6,-1
pique,ADVANCED,13,3970
pique,EXHAUST,16,5616
pique,MAXIMUM,18,7836
Pulsar,NOVICE,6,-1
Pulsar,ADVANCED,12,-1
Pulsar,EXHAUST,15,4880
Pulsar,MAXIMUM,18,7135
Butterfly Twist,NOVICE,6,-1
Butterfly Twist,ADVANCED,12,-1
Butterfly Twist,EXHAUST,15,4135
Butterfly Twist,MAXIMUM,18,6051
Teufel,NOVICE,6,-1
Teufel,ADVANCED,13,3497
Teufel,EXHAUST,16,5480
Teufel,MAXIMUM,18,7429
θコトノハθカプセルθ,NOVICE,7,-1
θコトノハθカプセルθ,ADVANCED,14,4034
θコトノハθカプセルθ,EXHAUST,17,6621
θコトノハθカプセルθ,MAXIMUM,19,8545
* Erm， could it be a Spatiotemporal ShockWAVE Syndrome...?,NOVICE,8,-1
* Erm， could it be a Spatiotemporal ShockWAVE Syndrome...?,ADVANCED,15,4504
* Erm， could it be a Spatiotemporal ShockWAVE Syndrome...?,EXHAUST,18,6800
* Erm， could it be a Spatiotemporal ShockWAVE Syndrome...?,MAXIMUM,20,7901
OUTERHEΛVEN,NOVICE,7,-1
OUTERHEΛVEN,ADVANCED,14,4189
OUTERHEΛVEN,EXHAUST,17,6279
OUTERHEΛVEN,MAXIMUM,19,8128
Believe In Yourself,NOVICE,6,-1
Believe In Yourself,ADVANCED,13,3429
Believe In Yourself,EXHAUST,16,4589
Believe In Yourself,GRAVITY,18,5535
OZONE,NOVICE,6,-1
OZONE,ADVANCED,12,-1
OZONE,EXHAUST,15,4961
OZONE,GRAVITY,18,7573
ЯegreT of MemoRy,NOVICE,6,-1
ЯegreT of MemoRy,ADVANCED,12,-1
ЯegreT of MemoRy,EXHAUST,15,3938
ЯegreT of MemoRy,MAXIMUM,17,5856
Übertreffen,NOVICE,6,-1
Übertreffen,ADVANCED,13,3466
Übertreffen,EXHAUST,16,4804
Übertreffen,MAXIMUM,18,6708
Jacob’s Elevator,NOVICE,6,-1
Jacob’s Elevator,ADVANCED,12,-1
Jacob’s Elevator,EXHAUST,15,4886
Jacob’s Elevator,MAXIMUM,18,7724
Harmonia,NOVICE,5,-1
Harmonia,ADVANCED,11,-1
Harmonia,EXHAUST,14,2961
Harmonia,MAXIMUM,17,5060
Turn the story,NOVICE,6,-1
Turn the story,ADVANCED,13,3643
Turn the story,EXHAUST,16,4593
Turn the story,MAXIMUM,18,6619
Call of the World,NOVICE,6,-1
Call of the World,ADVANCED,13,4061
Call of the World,EXHAUST,16,5903
Call of the World,MAXIMUM,18,8178
蛇神,NOVICE,6,-1
蛇神,ADVANCED,13,4175
蛇神,EXHAUST,16,5026
蛇神,MAXIMUM,18,6444
ランカーキラーガール,NOVICE,5,-1
ランカーキラーガール,ADVANCED,12,-1
ランカーキラーガール,EXHAUST,15,4480
ランカーキラーガール,MAXIMUM,18,6878
MilK,NOVICE,5,-1
MilK,ADVANCED,11,-1
MilK,EXHAUST,15,4189
MilK,MAXIMUM,17,5691
ULTRA B+K,NOVICE,5,-1
ULTRA B+K,ADVANCED,11,-1
ULTRA B+K,EXHAUST,14,3892
ULTRA B+K,MAXIMUM,17,6243
祭囃子,NOVICE,5,-1
祭囃子,ADVANCED,11,-1
祭囃子,EXHAUST,14,4126
祭囃子,MAXIMUM,17,5300
Vividly Impromptu,NOVICE,6,-1
Vividly Impromptu,ADVANCED,13,3282
Vividly Impromptu,EXHAUST,16,4376
Vividly Impromptu,MAXIMUM,18,6413
SHION (ロースピード幻想チューン Remix),NOVICE,3,-1
SHION (ロースピード幻想チューン Remix),ADVANCED,9,-1
SHION (ロースピード幻想チューン Remix),EXHAUST,13,2919
SHION (ロースピード幻想チューン Remix),MAXIMUM,16,4661
Valanga(polysha Remix),NOVICE,6,-1
Valanga(polysha Remix),ADVANCED,13,2764
Valanga(polysha Remix),EXHAUST,16,4416
Valanga(polysha Remix),MAXIMUM,18,6181
ABSOLUTE (EUROBEAT REMIX),NOVICE,5,-1
ABSOLUTE (EUROBEAT REMIX),ADVANCED,11,-1
ABSOLUTE (EUROBEAT REMIX),EXHAUST,14,4162
ABSOLUTE (EUROBEAT REMIX),MAXIMUM,17,6172
Princess Rose（Sunshine Mix）,NOVICE,3,-1
Princess Rose（Sunshine Mix）,ADVANCED,8,-1
Princess Rose（Sunshine Mix）,EXHAUST,14,3187
Princess Rose（Sunshine Mix）,MAXIMUM,16,4079
STYX HELIX（Digi-Rock Remix）,NOVICE,4,-1
STYX HELIX（Digi-Rock Remix）,ADVANCED,9,-1
STYX HELIX（Digi-Rock Remix）,EXHAUST,14,2708
STYX HELIX（Digi-Rock Remix）,MAXIMUM,17,4431
"動く、動く（""A&M Chillin' "" Electro Remix）",NOVICE,2,-1
"動く、動く（""A&M Chillin' "" Electro Remix）",ADVANCED,7,-1
"動く、動く（""A&M Chillin' "" Electro Remix）",EXHAUST,13,2653
"動く、動く（""A&M Chillin' "" Electro Remix）",MAXIMUM,16,4085
ANGER of the GOD,NOVICE,6,-1
ANGER of the GOD,ADVANCED,13,5215
ANGER of the GOD,EXHAUST,17,7328
ANGER of the GOD,MAXIMUM,19,8724
Finally Dive -kors k Remix-,NOVICE,4,-1
Finally Dive -kors k Remix-,ADVANCED,11,-1
Finally Dive -kors k Remix-,EXHAUST,14,3737
Finally Dive -kors k Remix-,MAXIMUM,16,5540
ハレ トキドキ メランコリック,NOVICE,3,-1
ハレ トキドキ メランコリック,ADVANCED,8,-1
ハレ トキドキ メランコリック,EXHAUST,14,3172
ハレ トキドキ メランコリック,MAXIMUM,17,5380
VIVIDWAVERS,NOVICE,5,-1
VIVIDWAVERS,ADVANCED,12,-1
VIVIDWAVERS,EXHAUST,15,4142
VIVIDWAVERS,MAXIMUM,17,5160
Elemental Creation (kamome sano Remix),NOVICE,6,-1
Elemental Creation (kamome sano Remix),ADVANCED,13,2940
Elemental Creation (kamome sano Remix),EXHAUST,16,4083
Elemental Creation (kamome sano Remix),MAXIMUM,18,5943
Impress (bansou Remix),NOVICE,5,-1
Impress (bansou Remix),ADVANCED,12,-1
Impress (bansou Remix),EXHAUST,14,3506
Impress (bansou Remix),MAXIMUM,17,5625
ЯeviveR,NOVICE,7,-1
ЯeviveR,ADVANCED,14,4899
ЯeviveR,EXHAUST,17,7146
ЯeviveR,MAXIMUM,19,10132
9TH5IN,NOVICE,7,-1
9TH5IN,ADVANCED,14,4441
9TH5IN,EXHAUST,17,7226
9TH5IN,MAXIMUM,19,8865
ZEИITH,NOVICE,6,-1
ZEИITH,ADVANCED,13,3773
ZEИITH,EXHAUST,16,5175
ZEИITH,MAXIMUM,18,6846
666,NOVICE,8,-1
666,ADVANCED,15,5746
666,EXHAUST,18,8914
666,MAXIMUM,20,11517
SAMURAI TIGER,NOVICE,6,-1
SAMURAI TIGER,ADVANCED,13,3508
SAMURAI TIGER,EXHAUST,16,5390
SAMURAI TIGER,MAXIMUM,18,6785
Katharsis,NOVICE,6,-1
Katharsis,ADVANCED,13,3057
Katharsis,EXHAUST,16,4180
Katharsis,MAXIMUM,18,6151
ENDYMION,NOVICE,7,-1
ENDYMION,ADVANCED,14,3699
ENDYMION,EXHAUST,17,5425
ENDYMION,MAXIMUM,19,8054
色を喪った街,NOVICE,7,-1
色を喪った街,ADVANCED,14,3885
色を喪った街,EXHAUST,17,5524
色を喪った街,MAXIMUM,19,7011
鏡面の波（ramble mix）,NOVICE,4,-1
鏡面の波（ramble mix）,ADVANCED,10,-1
鏡面の波（ramble mix）,EXHAUST,14,3746
鏡面の波（ramble mix）,MAXIMUM,17,4917
かくしん的☆めたまるふぉ～ぜっ！（crabMixx）,NOVICE,2,-1
かくしん的☆めたまるふぉ～ぜっ！（crabMixx）,ADVANCED,8,-1
かくしん的☆めたまるふぉ～ぜっ！（crabMixx）,EXHAUST,13,2832
かくしん的☆めたまるふぉ～ぜっ！（crabMixx）,MAXIMUM,16,4083
MeteorA,NOVICE,6,-1
MeteorA,ADVANCED,13,3904
MeteorA,EXHAUST,16,5495
MeteorA,MAXIMUM,18,7274
Bolérrot,NOVICE,6,-1
Bolérrot,ADVANCED,12,-1
Bolérrot,EXHAUST,15,4408
Bolérrot,MAXIMUM,18,6322
Bioslaves,NOVICE,5,-1
Bioslaves,ADVANCED,12,-1
Bioslaves,EXHAUST,14,3630
Bioslaves,MAXIMUM,17,5364
Still Lonesome,NOVICE,5,-1
Still Lonesome,ADVANCED,11,-1
Still Lonesome,EXHAUST,14,3359
Still Lonesome,MAXIMUM,17,4791
焦がれ唄,NOVICE,4,-1
焦がれ唄,ADVANCED,10,-1
焦がれ唄,EXHAUST,13,2948
焦がれ唄,MAXIMUM,16,3990
Mynarco(Nagomu 2Step Remix),NOVICE,6,-1
Mynarco(Nagomu 2Step Remix),ADVANCED,13,3554
Mynarco(Nagomu 2Step Remix),EXHAUST,16,4374
Mynarco(Nagomu 2Step Remix),MAXIMUM,18,7544
L9,NOVICE,6,-1
L9,ADVANCED,13,3061
L9,EXHAUST,16,4761
L9,MAXIMUM,18,7049
EGOISM -Rebuild-,NOVICE,5,-1
EGOISM -Rebuild-,ADVANCED,10,-1
EGOISM -Rebuild-,EXHAUST,14,3325
EGOISM -Rebuild-,MAXIMUM,17,5820
ラブキラ☆スプラッシュ,NOVICE,4,-1
ラブキラ☆スプラッシュ,ADVANCED,10,-1
ラブキラ☆スプラッシュ,EXHAUST,14,3787
ラブキラ☆スプラッシュ,MAXIMUM,17,5002
BLAZE∞BREEZE,NOVICE,5,-1
BLAZE∞BREEZE,ADVANCED,12,-1
BLAZE∞BREEZE,EXHAUST,15,4107
BLAZE∞BREEZE,MAXIMUM,17,6340
The First Step,NOVICE,4,-1
The First Step,ADVANCED,11,-1
The First Step,EXHAUST,14,3124
The First Step,MAXIMUM,17,4285
Our Love,NOVICE,6,-1
Our Love,ADVANCED,13,3939
Our Love,EXHAUST,16,4908
Our Love,MAXIMUM,18,6814
Nebulas,NOVICE,6,-1
Nebulas,ADVANCED,13,3117
Nebulas,EXHAUST,16,4414
Nebulas,MAXIMUM,18,6708
αρχη,NOVICE,6,-1
αρχη,ADVANCED,13,3187
αρχη,EXHAUST,15,4505
αρχη,MAXIMUM,18,6697
World of Iris,NOVICE,6,-1
World of Iris,ADVANCED,13,2863
World of Iris,EXHAUST,16,3975
World of Iris,VIVID,18,5594
夢見草奇譚,NOVICE,5,-1
夢見草奇譚,ADVANCED,11,-1
夢見草奇譚,EXHAUST,14,4166
夢見草奇譚,VIVID,17,6099
Historia of Velnoti,NOVICE,5,-1
Historia of Velnoti,ADVANCED,12,-1
Historia of Velnoti,EXHAUST,15,4067
Historia of Velnoti,VIVID,17,6111
トマヨイ,NOVICE,6,-1
トマヨイ,ADVANCED,13,3032
トマヨイ,EXHAUST,15,3981
トマヨイ,VIVID,18,5845
Over The Top,NOVICE,6,-1
Over The Top,ADVANCED,14,4171
Over The Top,EXHAUST,16,5929
Over The Top,VIVID,18,7412
ROOM,NOVICE,2,-1
ROOM,ADVANCED,9,-1
ROOM,EXHAUST,12,3173
ROOM,MAXIMUM,16,4607
至上のラトゥーリア,NOVICE,4,-1
至上のラトゥーリア,ADVANCED,10,-1
至上のラトゥーリア,EXHAUST,13,2944
至上のラトゥーリア,MAXIMUM,16,4222
逆さま♥シンデレラパレード,NOVICE,5,-1
逆さま♥シンデレラパレード,ADVANCED,11,-1
逆さま♥シンデレラパレード,EXHAUST,14,3332
逆さま♥シンデレラパレード,MAXIMUM,17,4186
御伽噺に幕切れを,NOVICE,5,-1
御伽噺に幕切れを,ADVANCED,12,-1
御伽噺に幕切れを,EXHAUST,15,4035
御伽噺に幕切れを,MAXIMUM,17,5352
ユニバーページ（i-world Mix）,NOVICE,5,-1
ユニバーページ（i-world Mix）,ADVANCED,10,-1
ユニバーページ（i-world Mix）,EXHAUST,14,3423
ユニバーページ（i-world Mix）,MAXIMUM,16,4898
ふ・れ・ん・ど・し・た・い（WEREHEREMIX),NOVICE,4,-1
ふ・れ・ん・ど・し・た・い（WEREHEREMIX),ADVANCED,11,-1
ふ・れ・ん・ど・し・た・い（WEREHEREMIX),EXHAUST,15,4113
ふ・れ・ん・ど・し・た・い（WEREHEREMIX),MAXIMUM,17,5447
卑弥呼,NOVICE,7,-1
卑弥呼,ADVANCED,14,4129
卑弥呼,EXHAUST,17,6526
卑弥呼,MAXIMUM,19,9535
Daydream café (Euro Hopping Mix),NOVICE,3,-1
Daydream café (Euro Hopping Mix),ADVANCED,11,-1
Daydream café (Euro Hopping Mix),EXHAUST,14,3083
Daydream café (Euro Hopping Mix),MAXIMUM,16,4396
Re：Elemental Creation,NOVICE,6,-1
Re：Elemental Creation,ADVANCED,13,3820
Re：Elemental Creation,EXHAUST,16,5313
Re：Elemental Creation,MAXIMUM,18,7141
POSSESSION(Gowrock Remix),NOVICE,5,-1
POSSESSION(Gowrock Remix),ADVANCED,12,-1
POSSESSION(Gowrock Remix),EXHAUST,15,3708
POSSESSION(Gowrock Remix),MAXIMUM,17,5318
DEEP PSYCHEDELIC STRIKER,NOVICE,5,-1
DEEP PSYCHEDELIC STRIKER,ADVANCED,11,-1
DEEP PSYCHEDELIC STRIKER,EXHAUST,14,3650
DEEP PSYCHEDELIC STRIKER,MAXIMUM,17,5800
Sparkle Smilin',NOVICE,5,-1
Sparkle Smilin',ADVANCED,12,-1
Sparkle Smilin',EXHAUST,14,4299
Sparkle Smilin',MAXIMUM,17,5899
floorkiller,NOVICE,5,-1
floorkiller,ADVANCED,11,-1
floorkiller,EXHAUST,14,4570
floorkiller,VIVID,17,6536
Flaa Behavior,NOVICE,4,-1
Flaa Behavior,ADVANCED,11,-1
Flaa Behavior,EXHAUST,13,3946
Flaa Behavior,VIVID,16,5254
DO-IT-AMA-SITE!!!,NOVICE,5,-1
DO-IT-AMA-SITE!!!,ADVANCED,12,-1
DO-IT-AMA-SITE!!!,EXHAUST,14,3492
DO-IT-AMA-SITE!!!,VIVID,17,4302
Dooooope,NOVICE,3,-1
Dooooope,ADVANCED,10,-1
Dooooope,EXHAUST,13,2908
Dooooope,VIVID,16,3976
おはようからおやすみまでかまってポメポメ,NOVICE,6,-1
おはようからおやすみまでかまってポメポメ,ADVANCED,13,3951
おはようからおやすみまでかまってポメポメ,EXHAUST,16,4773
おはようからおやすみまでかまってポメポメ,VIVID,18,5807
Ichi-Go! DX Pancake!,NOVICE,6,-1
Ichi-Go! DX Pancake!,ADVANCED,12,-1
Ichi-Go! DX Pancake!,EXHAUST,15,4450
Ichi-Go! DX Pancake!,VIVID,18,7313
Xroniàl Xéro,NOVICE,7,-1
Xroniàl Xéro,ADVANCED,14,3952
Xroniàl Xéro,EXHAUST,17,6754
Xroniàl Xéro,MAXIMUM,19,8545
memento mori -intro-,NOVICE,6,-1
memento mori -intro-,ADVANCED,12,-1
memento mori -intro-,EXHAUST,16,4481
memento mori -intro-,MAXIMUM,18,6545
Яe:son D'être,NOVICE,6,-1
Яe:son D'être,ADVANCED,12,-1
Яe:son D'être,EXHAUST,15,3585
Яe:son D'être,MAXIMUM,18,5738
Redshift 2nd Ignition,NOVICE,7,-1
Redshift 2nd Ignition,ADVANCED,14,4198
Redshift 2nd Ignition,EXHAUST,17,6183
Redshift 2nd Ignition,MAXIMUM,19,7624
LubedeR,NOVICE,7,-1
LubedeR,ADVANCED,14,2929
LubedeR,EXHAUST,17,4030
LubedeR,MAXIMUM,19,5116
ミュージックプレイヤー,NOVICE,6,-1
ミュージックプレイヤー,ADVANCED,12,-1
ミュージックプレイヤー,EXHAUST,15,4888
ミュージックプレイヤー,MAXIMUM,18,8236
春告胡蝶,NOVICE,6,-1
春告胡蝶,ADVANCED,13,3799
春告胡蝶,EXHAUST,16,5091
春告胡蝶,MAXIMUM,18,6486
GEMINI LA2ER,NOVICE,6,-1
GEMINI LA2ER,ADVANCED,13,3591
GEMINI LA2ER,EXHAUST,16,5231
GEMINI LA2ER,MAXIMUM,18,7283
†:OLPHEUX:†,NOVICE,7,-1
†:OLPHEUX:†,ADVANCED,14,3768
†:OLPHEUX:†,EXHAUST,17,5485
†:OLPHEUX:†,MAXIMUM,19,6879
VVelcome!!,NOVICE,7,-1
VVelcome!!,ADVANCED,15,4103
VVelcome!!,EXHAUST,18,6452
VVelcome!!,MAXIMUM,20,8730
うさぬこぬんぬんファンタジー！,NOVICE,5,-1
うさぬこぬんぬんファンタジー！,ADVANCED,11,-1
うさぬこぬんぬんファンタジー！,EXHAUST,14,3635
うさぬこぬんぬんファンタジー！,MAXIMUM,17,5287
METATRON,NOVICE,6,-1
METATRON,ADVANCED,13,4035
METATRON,EXHAUST,16,5438
METATRON,MAXIMUM,18,6202
Leviathan,NOVICE,6,-1
Leviathan,ADVANCED,13,3121
Leviathan,EXHAUST,16,4670
Leviathan,MAXIMUM,18,7298
遷,NOVICE,5,-1
遷,ADVANCED,12,-1
遷,EXHAUST,14,3553
遷,VIVID,17,5631
Sparkling Laser Beam,NOVICE,5,-1
Sparkling Laser Beam,ADVANCED,12,-1
Sparkling Laser Beam,EXHAUST,14,3904
Sparkling Laser Beam,VIVID,17,5683
恋するレインガール,NOVICE,4,-1
恋するレインガール,ADVANCED,11,-1
恋するレインガール,EXHAUST,14,4086
恋するレインガール,VIVID,16,5405
月々紅花,NOVICE,6,-1
月々紅花,ADVANCED,13,3589
月々紅花,EXHAUST,15,5100
月々紅花,VIVID,18,6894
Electric Injury,NOVICE,6,-1
Electric Injury,ADVANCED,13,4143
Electric Injury,EXHAUST,16,5130
Electric Injury,VIVID,18,6931
iberis,NOVICE,3,-1
iberis,ADVANCED,9,-1
iberis,EXHAUST,13,3442
iberis,VIVID,16,4957
Lisa-RICCIA,NOVICE,7,-1
Lisa-RICCIA,ADVANCED,14,4791
Lisa-RICCIA,EXHAUST,17,7088
Lisa-RICCIA,MAXIMUM,19,8675
New Decade,NOVICE,6,-1
New Decade,ADVANCED,12,-1
New Decade,EXHAUST,15,3109
New Decade,MAXIMUM,18,4834
m1dy Deluxe,NOVICE,6,-1
m1dy Deluxe,ADVANCED,13,3614
m1dy Deluxe,EXHAUST,16,5216
m1dy Deluxe,MAXIMUM,18,7697
狂水一華,NOVICE,6,-1
狂水一華,ADVANCED,13,3389
狂水一華,EXHAUST,16,4867
狂水一華,MAXIMUM,18,5819
Lazurite,NOVICE,6,-1
Lazurite,ADVANCED,12,-1
Lazurite,EXHAUST,15,4923
Lazurite,MAXIMUM,18,7274
星の詩,NOVICE,4,-1
星の詩,ADVANCED,10,-1
星の詩,EXHAUST,14,2881
星の詩,MAXIMUM,17,4198
Blue Forest (Prog Keys Remix),NOVICE,5,-1
Blue Forest (Prog Keys Remix),ADVANCED,12,-1
Blue Forest (Prog Keys Remix),EXHAUST,14,3414
Blue Forest (Prog Keys Remix),MAXIMUM,17,5387
濁色踊るオートマタ,NOVICE,5,-1
濁色踊るオートマタ,ADVANCED,11,-1
濁色踊るオートマタ,EXHAUST,14,4156
濁色踊るオートマタ,MAXIMUM,17,5703
Jetcoaster Windy,NOVICE,5,-1
Jetcoaster Windy,ADVANCED,11,-1
Jetcoaster Windy,EXHAUST,14,3728
Jetcoaster Windy,MAXIMUM,17,5585
cloche(といぼっくすうぃんぐ　みっくす),NOVICE,4,-1
cloche(といぼっくすうぃんぐ　みっくす),ADVANCED,11,-1
cloche(といぼっくすうぃんぐ　みっくす),EXHAUST,14,4484
cloche(といぼっくすうぃんぐ　みっくす),MAXIMUM,17,6900
Ethereal Lotus,NOVICE,6,-1
Ethereal Lotus,ADVANCED,13,4569
Ethereal Lotus,EXHAUST,15,5225
Ethereal Lotus,MAXIMUM,18,7426
Innocent,NOVICE,6,-1
Innocent,ADVANCED,13,4139
Innocent,EXHAUST,16,6115
Innocent,MAXIMUM,18,7791
MICHIZURE,NOVICE,4,-1
MICHIZURE,ADVANCED,11,-1
MICHIZURE,EXHAUST,14,3140
MICHIZURE,MAXIMUM,17,4831
Me:Tear,NOVICE,5,-1
Me:Tear,ADVANCED,12,-1
Me:Tear,EXHAUST,15,4570
Me:Tear,MAXIMUM,17,6204
Blessing Bouquet,NOVICE,6,-1
Blessing Bouquet,ADVANCED,13,3893
Blessing Bouquet,EXHAUST,16,5360
Blessing Bouquet,MAXIMUM,18,6981
Φnd:you,NOVICE,6,-1
Φnd:you,ADVANCED,13,3244
Φnd:you,EXHAUST,16,4323
Φnd:you,MAXIMUM,18,6258
おどりましょうよ！ドラゴンさん ～転生したらゲーム曲でした～,NOVICE,4,-1
おどりましょうよ！ドラゴンさん ～転生したらゲーム曲でした～,ADVANCED,11,-1
おどりましょうよ！ドラゴンさん ～転生したらゲーム曲でした～,EXHAUST,14,3305
おどりましょうよ！ドラゴンさん ～転生したらゲーム曲でした～,MAXIMUM,17,4972
Valkyrja ~Aldrlag~,NOVICE,6,-1
Valkyrja ~Aldrlag~,ADVANCED,12,-1
Valkyrja ~Aldrlag~,EXHAUST,15,4753
Valkyrja ~Aldrlag~,MAXIMUM,18,6592
Ring！Run！Nyan!!,NOVICE,6,-1
Ring！Run！Nyan!!,ADVANCED,13,3578
Ring！Run！Nyan!!,EXHAUST,16,5396
Ring！Run！Nyan!!,VIVID,18,7333
Holy Legacy,NOVICE,5,-1
Holy Legacy,ADVANCED,11,-1
Holy Legacy,EXHAUST,14,3782
Holy Legacy,VIVID,17,5704
Hexennacht,NOVICE,5,-1
Hexennacht,ADVANCED,12,-1
Hexennacht,EXHAUST,15,3315
Hexennacht,VIVID,17,4591
floating girl,NOVICE,3,-1
floating girl,ADVANCED,10,-1
floating girl,EXHAUST,13,2844
floating girl,VIVID,16,4358
トーキョーサマーナイト,NOVICE,4,-1
トーキョーサマーナイト,ADVANCED,10,-1
トーキョーサマーナイト,EXHAUST,14,3149
トーキョーサマーナイト,VIVID,16,4751
SLEEPWALKER,NOVICE,6,-1
SLEEPWALKER,ADVANCED,13,3569
SLEEPWALKER,EXHAUST,15,4745
SLEEPWALKER,VIVID,18,6100
プログレなぞなぞクイズのテーマ,NOVICE,5,-1
プログレなぞなぞクイズのテーマ,ADVANCED,12,-1
プログレなぞなぞクイズのテーマ,EXHAUST,15,3886
プログレなぞなぞクイズのテーマ,MAXIMUM,18,6452
ΛΛemoria,NOVICE,7,-1
ΛΛemoria,ADVANCED,14,4000
ΛΛemoria,EXHAUST,17,6207
ΛΛemoria,MAXIMUM,19,7682
MAYHEM,NOVICE,8,-1
MAYHEM,ADVANCED,15,7032
MAYHEM,EXHAUST,18,10268
MAYHEM,MAXIMUM,20,13974
飄える翼追い掛けて,NOVICE,7,-1
飄える翼追い掛けて,ADVANCED,14,3577
飄える翼追い掛けて,EXHAUST,17,5123
飄える翼追い掛けて,MAXIMUM,19,7054
Daisycutter,NOVICE,7,-1
Daisycutter,ADVANCED,14,3416
